season,team,ret_ppa_total,ret_ppa_pass,ret_usage,ret_pass_usage,sp_overall,sp_offense,sp_defense,portal_net_count,portal_net_rating
2023,Hillsdale College,,,,,,,,-1.0,-0.88
2023,Tarleton State,,,,,,,,0.0,0.0
2023,Georgetown,,,,,,,,-1.0,0.0
2023,Portland State,,,,,,,,4.0,0.0
2023,Indiana Wesleyan,,,,,,,,-1.0,-0.85
2023,Palomar College,,,,,,,,1.0,0.0
2023,UC Davis,,,,,,,,-1.0,-0.9
2023,Southern Utah,,,,,,,,-4.0,-2.57
2023,Valdosta State,,,,,,,,2.0,0.0
2023,Houston Christian,,,,,,,,3.0,0.0
2023,Tusculum,,,,,,,,1.0,0.0
2023,Pittsburg State,,,,,,,,-1.0,0.0
2023,Cal Poly,,,,,,,,1.0,-0.020000000000000018
2023,Towson,,,,,,,,0.0,0.0
2023,Northern Michigan,,,,,,,,0.0,0.0
2023,Navarro College,,,,,,,,1.0,0.0
2023,Riverside C.C.,,,,,,,,1.0,0.0
2023,Newberry,,,,,,,,-1.0,-0.88
2023,Presbyterian,,,,,,,,-1.0,0.0
2023,Coffeyville C.C.,,,,,,,,1.0,0.0
2023,Ferris State,,,,,,,,-1.0,-0.87
2023,North Dakota State,,,,,,,,-1.0,-0.88
2023,Northern Iowa,,,,,,,,4.0,0.0
2023,Copiah-Lincoln C.C.,,,,,,,,1.0,0.0
2023,Laney College,,,,,,,,1.0,0.0
2023,Mississippi Valley State,,,,,,,,2.0,0.0
2023,Northern Colorado,,,,,,,,1.0,0.0
2023,Dartmouth,,,,,,,,-2.0,-1.74
2023,Tennessee State,,,,,,,,0.0,-0.88
2023,Fayetteville State,,,,,,,,1.0,0.0
2023,"California, Pa.",,,,,,,,-2.0,-1.75
2023,Incarnate Word,,,,,,,,4.0,0.79
2023,East Tennessee State,,,,,,,,-1.0,-0.9
2023,Prairie View A&M,,,,,,,,-1.0,0.0
2023,Merrimack,,,,,,,,0.0,0.0
2023,Morgan State,,,,,,,,2.0,0.0
2023,Dayton,,,,,,,,-1.0,-0.87
2023,East Mississippi C.C.,,,,,,,,1.0,0.87
2023,Erskine College,,,,,,,,-1.0,0.0
2023,Snow College,,,,,,,,1.0,0.0
2023,Pennsylvania,,,,,,,,-7.0,-3.48
2023,VMI,,,,,,,,-3.0,-0.87
2023,Princeton,,,,,,,,-1.0,0.0
2023,Southern,,,,,,,,-1.0,-0.84
2023,Notre Dame College,,,,,,,,-1.0,-0.83
2023,Emporia State,,,,,,,,1.0,0.0
2023,Sacred Heart,,,,,,,,-2.0,0.0
2023,Wingate,,,,,,,,-1.0,0.0
2023,De Anza College,,,,,,,,1.0,0.0
2023,Blinn College,,,,,,,,1.0,0.84
2023,Grand Valley State,,,,,,,,-2.0,-1.76
2023,Alabama A&M,,,,,,,,2.0,0.81
2023,Fordham,,,,,,,,0.0,-0.9
2023,Elon,,,,,,,,0.0,-0.88
2023,North Carolina Central,,,,,,,,1.0,-0.88
2023,Duquesne,,,,,,,,-1.0,-1.75
2023,Davenport,,,,,,,,1.0,0.0
2023,Montana State,,,,,,,,2.0,-0.8
2023,West Liberty,,,,,,,,-1.0,0.0
2023,Abilene Christian,,,,,,,,2.0,-0.85
2023,Wofford,,,,,,,,-3.0,0.0
2023,Northwestern State,,,,,,,,0.0,-0.88
2023,UAlbany,,,,,,,,0.0,0.0
2023,Lenoir Rhyne,,,,,,,,-1.0,0.0
2023,Maine,,,,,,,,-3.0,-2.59
2023,South Carolina State,,,,,,,,-1.0,-0.89
2023,Lindenwood University,,,,,,,,1.0,0.0
2023,Wagner,,,,,,,,-1.0,0.0
2023,Eastern Illinois,,,,,,,,-1.0,0.0
2023,McNeese,,,,,,,,1.0,0.0
2023,Cerritos College,,,,,,,,1.0,0.0
2023,Bucknell,,,,,,,,-1.0,0.0
2023,Illinois State,,,,,,,,2.0,0.0
2023,Stony Brook,,,,,,,,5.0,0.0
2023,LIU Post,,,,,,,,-2.0,-0.89
2023,Colgate,,,,,,,,-2.0,0.0
2023,Texas Southern,,,,,,,,1.0,-0.84
2023,Central Arkansas,,,,,,,,1.0,0.88
2023,Assumption,,,,,,,,-1.0,0.0
2023,Florida A&M,,,,,,,,4.0,0.0
2023,Jackson State,,,,,,,,-13.0,-13.15
2023,Cornell,,,,,,,,-1.0,-0.86
2023,Central Missouri,,,,,,,,-1.0,0.0
2023,Southeast Missouri State,,,,,,,,-3.0,-1.69
2023,Lane College,,,,,,,,-1.0,0.0
2023,Stephen F. Austin,,,,,,,,1.0,0.0
2023,Utah Tech,,,,,,,,-5.0,-0.88
2023,Sacramento State,,,,,,,,-4.0,-0.88
2023,Grambling,,,,,,,,-1.0,0.0
2023,Samford,,,,,,,,1.0,0.0
2023,Sioux Falls,,,,,,,,-1.0,-0.85
2023,SE Louisiana,,,,,,,,-1.0,-1.82
2023,San Diego,,,,,,,,-1.0,0.0
2023,Weber State,,,,,,,,-3.0,-2.61
2023,Furman,,,,,,,,-2.0,0.0
2023,Robert Morris,,,,,,,,2.0,0.0
2023,Hampton,,,,,,,,2.0,0.0
2023,Lehigh,,,,,,,,-3.0,0.0
2023,St. Thomas,,,,,,,,1.0,0.0
2023,South Dakota State,,,,,,,,0.0,0.0
2023,Harvard,,,,,,,,-5.0,-3.46
2023,Austin Peay,,,,,,,,-1.0,-2.62
2023,Bryant,,,,,,,,-1.0,-0.85
2023,Delaware,,,,,,,,-2.0,0.0
2023,Central Oklahoma,,,,,,,,1.0,0.0
2023,Mercer,,,,,,,,2.0,0.0
2023,Campbell,,,,,,,,3.0,-0.86
2023,Western Carolina,,,,,,,,-1.0,-0.89
2023,Alabama State,,,,,,,,0.0,0.0
2023,New Haven,,,,,,,,1.0,0.0
2023,Monmouth,,,,,,,,-1.0,-0.88
2023,Angelo State,,,,,,,,-3.0,-0.84
2023,George Fox,,,,,,,,-1.0,-0.87
2023,Frostburg State,,,,,,,,-1.0,-0.9
2023,Holy Cross,,,,,,,,-2.0,0.0
2023,Saginaw Valley State,,,,,,,,-2.0,-0.87
